% X-coord,  Y-coord,  Polarization,  wavelength,  type, deviceID, params
2157,  3680,  TE,  1310,  device, BobbyZourails500slot150length100adiabatic300
1497,  3680,  TE,  1310,  device, BobbyZourails500slot100length100adiabatic300
2487,  4630,  TE,  1310,  device, BobbyZoupitch940duty550thickness350etch3503
2622,  4630,  TE,  1310,  device, BobbyZoupitch960duty500thickness350etch350
2717,  4630,  TE,  1310,  device, BobbyZoupitch965duty500thickness350etch350
2812,  4630,  TE,  1310,  device, BobbyZoupitch970duty500thickness350etch350
2907,  4630,  TE,  1310,  device, BobbyZoupitch975duty500thickness350etch350
3002,  4630,  TE,  1310,  device, BobbyZoupitch980duty500thickness350etch350
3097,  4857,  TE,  1310,  device, BobbyZoupitch975duty450thickness350etch350
3382,  4630,  TE,  1310,  device, BobbyZoupitch1000duty500thickness350etch350
3287,  4857,  TE,  1310,  device, BobbyZoupitch985duty450thickness350etch350
2717,  4857,  TE,  1310,  device, BobbyZoupitch975duty475thickness350etch350
3097,  4630,  TE,  1310,  device, BobbyZoupitch985duty500thickness350etch350
2812,  4857,  TE,  1310,  device, BobbyZoupitch980duty475thickness350etch350
3002,  4857,  TE,  1310,  device, BobbyZoupitch990duty475thickness350etch350
3287,  4630,  TE,  1310,  device, BobbyZoupitch995duty500thickness350etch350
3192,  4630,  TE,  1310,  device, BobbyZoupitch990duty500thickness350etch350
2907,  4857,  TE,  1310,  device, BobbyZoupitch985duty475thickness350etch350
3192,  4857,  TE,  1310,  device, BobbyZoupitch980duty450thickness350etch350
2622,  4857,  TE,  1310,  device, BobbyZoupitch970duty475thickness350etch350
3382,  4857,  TE,  1310,  device, BobbyZoupitch990duty450thickness350etch350
3594,  3509,  TE,  1550,  device, dilshaahSiNR70
4071,  3509,  TE,  1550,  device, dilshaahSiNR70sen
3600,  3091,  TE,  1550,  device, dilshaahSiNR65
4067,  3091,  TE,  1550,  device, dilshaahSiNR65sen
4384,  8569,  TE,  1550,  device, felixmessmerSiNdsB
4200,  8579,  TE,  1550,  device, felixmessmer90degreephaseshiftB
3499,  8455,  TE,  1550,  device, felixmessmer1x42ports90degB
4249,  8368,  TE,  1550,  device, felixmessmercrossingtestB
3002,  8201,  TE,  1310,  device, BobbyZoupitch970duty525thickness400etch400
2907,  8201,  TE,  1310,  device, BobbyZoupitch965duty525thickness400etch400
3382,  8201,  TE,  1310,  device, BobbyZoupitch990duty525thickness400etch400
2812,  8201,  TE,  1310,  device, BobbyZoupitch960duty525thickness400etch400
3287,  8201,  TE,  1310,  device, BobbyZoupitch985duty525thickness400etch400
2717,  8201,  TE,  1310,  device, BobbyZoupitch955duty525thickness400etch400
3097,  7974,  TE,  1310,  device, BobbyZoupitch960duty600thickness400etch400
3192,  8201,  TE,  1310,  device, BobbyZoupitch980duty525thickness400etch400
2622,  8201,  TE,  1310,  device, BobbyZoupitch950duty525thickness400etch400
3002,  7974,  TE,  1310,  device, BobbyZoupitch955duty600thickness400etch400
3097,  8201,  TE,  1310,  device, BobbyZoupitch975duty525thickness400etch400
3382,  7974,  TE,  1310,  device, BobbyZoupitch975duty600thickness400etch400
2907,  7974,  TE,  1310,  device, BobbyZoupitch950duty600thickness400etch400
3287,  7974,  TE,  1310,  device, BobbyZoupitch970duty600thickness400etch400
2812,  7974,  TE,  1310,  device, BobbyZoupitch945duty600thickness400etch400
3192,  7974,  TE,  1310,  device, BobbyZoupitch965duty600thickness400etch400
2717,  7974,  TE,  1310,  device, BobbyZoupitch940duty600thickness400etch400
2622,  7974,  TE,  1310,  device, BobbyZoupitch935duty600thickness400etch400
2487,  7974,  TE,  1310,  device, BobbyZoupitch940duty550thickness400etch4002
2907,  7783,  TE,  1310,  device, BobbyZoupitch955duty575thickness400etch400
3382,  7783,  TE,  1310,  device, BobbyZoupitch980duty575thickness400etch400
2812,  7783,  TE,  1310,  device, BobbyZoupitch950duty575thickness400etch400
3287,  7783,  TE,  1310,  device, BobbyZoupitch975duty575thickness400etch400
2717,  7783,  TE,  1310,  device, BobbyZoupitch945duty575thickness400etch400
3192,  7783,  TE,  1310,  device, BobbyZoupitch970duty575thickness400etch400
2622,  7783,  TE,  1310,  device, BobbyZoupitch940duty575thickness400etch400
3002,  7556,  TE,  1310,  device, BobbyZoupitch965duty550thickness400etch400
3097,  7783,  TE,  1310,  device, BobbyZoupitch965duty575thickness400etch400
3382,  7556,  TE,  1310,  device, BobbyZoupitch985duty550thickness400etch400
2907,  7556,  TE,  1310,  device, BobbyZoupitch960duty550thickness400etch400
3002,  7783,  TE,  1310,  device, BobbyZoupitch960duty575thickness400etch400
3287,  7556,  TE,  1310,  device, BobbyZoupitch980duty550thickness400etch400
2812,  7556,  TE,  1310,  device, BobbyZoupitch955duty550thickness400etch400
3192,  7556,  TE,  1310,  device, BobbyZoupitch975duty550thickness400etch400
2717,  7556,  TE,  1310,  device, BobbyZoupitch950duty550thickness400etch400
3097,  7556,  TE,  1310,  device, BobbyZoupitch970duty550thickness400etch400
2622,  7556,  TE,  1310,  device, BobbyZoupitch945duty550thickness400etch400
2487,  7556,  TE,  1310,  device, BobbyZoupitch940duty550thickness400etch4001
3382,  7365,  TE,  1310,  device, BobbyZoupitch990duty450thickness400etch350
2812,  7365,  TE,  1310,  device, BobbyZoupitch980duty475thickness400etch350
3287,  7365,  TE,  1310,  device, BobbyZoupitch985duty450thickness400etch350
2717,  7365,  TE,  1310,  device, BobbyZoupitch975duty475thickness400etch350
3192,  7365,  TE,  1310,  device, BobbyZoupitch980duty450thickness400etch350
2622,  7365,  TE,  1310,  device, BobbyZoupitch970duty475thickness400etch350
3097,  7365,  TE,  1310,  device, BobbyZoupitch975duty450thickness400etch350
3382,  7138,  TE,  1310,  device, BobbyZoupitch1000duty500thickness400etch350
2907,  7138,  TE,  1310,  device, BobbyZoupitch975duty500thickness400etch350
3002,  7365,  TE,  1310,  device, BobbyZoupitch990duty475thickness400etch350
3287,  7138,  TE,  1310,  device, BobbyZoupitch995duty500thickness400etch350
2812,  7138,  TE,  1310,  device, BobbyZoupitch970duty500thickness400etch350
2907,  7365,  TE,  1310,  device, BobbyZoupitch985duty475thickness400etch350
3192,  7138,  TE,  1310,  device, BobbyZoupitch990duty500thickness400etch350
2717,  7138,  TE,  1310,  device, BobbyZoupitch965duty500thickness400etch350
3097,  7138,  TE,  1310,  device, BobbyZoupitch985duty500thickness400etch350
2622,  7138,  TE,  1310,  device, BobbyZoupitch960duty500thickness400etch350
3002,  7138,  TE,  1310,  device, BobbyZoupitch980duty500thickness400etch350
2487,  7138,  TE,  1310,  device, BobbyZoupitch940duty550thickness400etch3503
3382,  6529,  TE,  1310,  device, BobbyZoupitch980duty575thickness400etch350
3287,  6529,  TE,  1310,  device, BobbyZoupitch975duty575thickness400etch350
3192,  6529,  TE,  1310,  device, BobbyZoupitch970duty575thickness400etch350
2622,  6529,  TE,  1310,  device, BobbyZoupitch940duty575thickness400etch350
3097,  6529,  TE,  1310,  device, BobbyZoupitch965duty575thickness400etch350
3382,  6302,  TE,  1310,  device, BobbyZoupitch985duty550thickness400etch350
3002,  6529,  TE,  1310,  device, BobbyZoupitch960duty575thickness400etch350
3287,  6302,  TE,  1310,  device, BobbyZoupitch980duty550thickness400etch350
2907,  6302,  TE,  1310,  device, BobbyZoupitch960duty550thickness400etch350
2812,  6302,  TE,  1310,  device, BobbyZoupitch955duty550thickness400etch350
2907,  6529,  TE,  1310,  device, BobbyZoupitch955duty575thickness400etch350
3192,  6302,  TE,  1310,  device, BobbyZoupitch975duty550thickness400etch350
2717,  6302,  TE,  1310,  device, BobbyZoupitch950duty550thickness400etch350
2812,  6529,  TE,  1310,  device, BobbyZoupitch950duty575thickness400etch350
3097,  6302,  TE,  1310,  device, BobbyZoupitch970duty550thickness400etch350
2622,  6302,  TE,  1310,  device, BobbyZoupitch945duty550thickness400etch350
2717,  6529,  TE,  1310,  device, BobbyZoupitch945duty575thickness400etch350
3002,  6302,  TE,  1310,  device, BobbyZoupitch965duty550thickness400etch350
2487,  6302,  TE,  1310,  device, BobbyZoupitch940duty550thickness400etch3501
3382,  5275,  TE,  1310,  device, BobbyZoupitch980duty575thickness350etch400
3287,  5275,  TE,  1310,  device, BobbyZoupitch975duty575thickness350etch400
3192,  5275,  TE,  1310,  device, BobbyZoupitch970duty575thickness350etch400
3097,  5275,  TE,  1310,  device, BobbyZoupitch965duty575thickness350etch400
3002,  5275,  TE,  1310,  device, BobbyZoupitch960duty575thickness350etch400
2907,  5048,  TE,  1310,  device, BobbyZoupitch960duty550thickness350etch400
2622,  5275,  TE,  1310,  device, BobbyZoupitch940duty575thickness350etch400
2717,  5048,  TE,  1310,  device, BobbyZoupitch950duty550thickness350etch400
3287,  5048,  TE,  1310,  device, BobbyZoupitch980duty550thickness350etch400
2907,  5275,  TE,  1310,  device, BobbyZoupitch955duty575thickness350etch400
3192,  5048,  TE,  1310,  device, BobbyZoupitch975duty550thickness350etch400
2812,  5275,  TE,  1310,  device, BobbyZoupitch950duty575thickness350etch400
3097,  5048,  TE,  1310,  device, BobbyZoupitch970duty550thickness350etch400
2717,  5275,  TE,  1310,  device, BobbyZoupitch945duty575thickness350etch400
3002,  5048,  TE,  1310,  device, BobbyZoupitch965duty550thickness350etch400
2812,  5048,  TE,  1310,  device, BobbyZoupitch955duty550thickness350etch400
3382,  5048,  TE,  1310,  device, BobbyZoupitch985duty550thickness350etch400
2622,  5048,  TE,  1310,  device, BobbyZoupitch945duty550thickness350etch400
2487,  5048,  TE,  1310,  device, BobbyZoupitch940duty550thickness350etch4001
7244,  2743,  TE,  1310,  device, cael3EMBED1
6534,  2743,  TE,  1310,  device, cael3MZI1
6744,  2743,  TE,  1310,  device, cael3MZI2
6983,  2743,  TE,  1310,  device, cael3MZI3
5539,  6668,  TE,  1550,  MDM, dc5comment
6050,  6518,  TE,  1550,  dc5, Testcomment
6218,  6696,  TE,  1550,  dc5, TestWithRingscomment
3382,  4439,  TE,  1310,  device, BobbyZoupitch990duty525thickness350etch350
3287,  4439,  TE,  1310,  device, BobbyZoupitch985duty525thickness350etch350
3192,  4439,  TE,  1310,  device, BobbyZoupitch980duty525thickness350etch350
3097,  4439,  TE,  1310,  device, BobbyZoupitch975duty525thickness350etch350
3002,  4439,  TE,  1310,  device, BobbyZoupitch970duty525thickness350etch350
2907,  4439,  TE,  1310,  device, BobbyZoupitch965duty525thickness350etch350
2812,  4439,  TE,  1310,  device, BobbyZoupitch960duty525thickness350etch350
2907,  4212,  TE,  1310,  device, BobbyZoupitch950duty600thickness350etch350
2622,  4439,  TE,  1310,  device, BobbyZoupitch950duty525thickness350etch350
2717,  4212,  TE,  1310,  device, BobbyZoupitch940duty600thickness350etch350
3287,  4212,  TE,  1310,  device, BobbyZoupitch970duty600thickness350etch350
2487,  4212,  TE,  1310,  device, BobbyZoupitch940duty550thickness350etch3502
3097,  4212,  TE,  1310,  device, BobbyZoupitch960duty600thickness350etch350
2717,  4439,  TE,  1310,  device, BobbyZoupitch955duty525thickness350etch350
3002,  4212,  TE,  1310,  device, BobbyZoupitch955duty600thickness350etch350
3382,  4212,  TE,  1310,  device, BobbyZoupitch975duty600thickness350etch350
2812,  4212,  TE,  1310,  device, BobbyZoupitch945duty600thickness350etch350
3192,  4212,  TE,  1310,  device, BobbyZoupitch965duty600thickness350etch350
2622,  4212,  TE,  1310,  device, BobbyZoupitch935duty600thickness350etch350
3593,  5181,  TE,  1550,  device, dilshaahSiNR90
4064,  5181,  TE,  1550,  device, dilshaahSiNR90sen
2157,  4098,  TE,  1310,  device, BobbyZourails500slot400length100adiabatic300
1717,  4098,  TE,  1310,  device, BobbyZourails500slot200length100adiabatic300
1937,  4098,  TE,  1310,  device, BobbyZourails500slot300length100adiabatic300
1497,  4098,  TE,  1310,  device, BobbyZourails500slot175length100adiabatic300
2505,  2664,  TE,  1310,  device, BobbyZoustrip1000
2725,  2664,  TE,  1310,  device, BobbyZoustrip800
2945,  2664,  TE,  1310,  device, BobbyZoustrip750
3165,  2664,  TE,  1310,  device, BobbyZoustrip750striponly
2157,  7860,  TE,  1310,  device, BobbyZourails375slot150length100
1937,  7860,  TE,  1310,  device, BobbyZourails375slot125length100
1717,  7860,  TE,  1310,  device, BobbyZourails375slot120length100
1497,  7860,  TE,  1310,  device, BobbyZourails375slot100length100
3593,  6017,  TE,  1550,  device, dilshaahSiNR100
4066,  6017,  TE,  1550,  device, dilshaahSiNR100sen
2490,  3082,  TE,  1310,  device, BobbyZoustrip10002410
2590,  3082,  TE,  1310,  device, BobbyZoustrip10002150
2690,  3082,  TE,  1310,  device, BobbyZoustrip10001890
2790,  3082,  TE,  1310,  device, BobbyZoustrip10001630
5393,  2942,  TE,  1550,  device, felixmessmerSiNdsD
4508,  2815,  TE,  1550,  device, felixmessmer1x42ports135degD
4805,  2608,  TE,  1550,  device, felixmessmer135degreephaseshiftD
5105,  2608,  TE,  1550,  device, felixmessmer135degreephaseshiftD
1497,  8278,  TE,  1310,  device, BobbyZourails375slot175length100
1717,  8278,  TE,  1310,  device, BobbyZourails375slot200length100
1937,  8278,  TE,  1310,  device, BobbyZourails375slot300length100
2157,  8278,  TE,  1310,  device, BobbyZourails375slot400length100
1497,  7024,  TE,  1310,  device, BobbyZourails400slot100length100
1717,  7024,  TE,  1310,  device, BobbyZourails400slot120length100
1937,  7024,  TE,  1310,  device, BobbyZourails400slot125length100
2157,  7024,  TE,  1310,  device, BobbyZourails400slot150length100
4733,  3640,  TE,  1550,  device, MehdiSWGC32nd
4733,  3767,  TE,  1550,  device, MehdiSWGC3
4855,  3640,  TE,  1550,  device, MehdiSWGC42nd
4855,  3767,  TE,  1550,  device, MehdiSWGC4
5096,  3640,  TE,  1550,  device, MehdiSWGC62nd
5096,  3767,  TE,  1550,  device, MehdiSWGC6
5221,  3640,  TE,  1550,  device, MehdiSWGC72nd
5221,  3767,  TE,  1550,  device, MehdiSWGC7
4489,  3640,  TE,  1550,  device, MehdiSWGC12nd
4489,  3767,  TE,  1550,  device, MehdiSWGC1
4862,  3440,  TE,  1550,  device, MehdiSWGC112nd
4862,  3567,  TE,  1550,  device, MehdiSWGC11
5347,  3640,  TE,  1550,  device, MehdiSWGC82nd
5347,  3767,  TE,  1550,  device, MehdiSWGC8
5000,  3567,  TE,  1550,  device, MehdiSWGC12
5000,  3440,  TE,  1550,  device, MehdiSWGC122nd
4610,  3640,  TE,  1550,  device, MehdiSWGC22nd
4610,  3767,  TE,  1550,  device, MehdiSWGC2
4737,  3440,  TE,  1550,  device, MehdiSWGC102nd
4737,  3567,  TE,  1550,  device, MehdiSWGC10
4487,  3440,  TE,  1550,  device, MehdiSWGC92nd
4487,  3567,  TE,  1550,  device, MehdiSWGC9
4975,  3640,  TE,  1550,  device, MehdiSWGC52nd
4975,  3767,  TE,  1550,  device, MehdiSWGC5
1717,  5770,  TE,  1310,  device, BobbyZourails375slot200length100adiabatic300
1937,  5770,  TE,  1310,  device, BobbyZourails375slot300length100adiabatic300
1497,  5770,  TE,  1310,  device, BobbyZourails375slot175length100adiabatic300
2157,  5770,  TE,  1310,  device, BobbyZourails375slot400length100adiabatic300
2182,  3262,  TE,  1310,  device, BobbyZoustrip750400
2012,  3262,  TE,  1310,  device, BobbyZoustrip750300
1682,  3262,  TE,  1310,  device, BobbyZoustrip7501890
1892,  3262,  TE,  1310,  device, BobbyZoustrip750200
1582,  3262,  TE,  1310,  device, BobbyZoustrip7502150
1782,  3262,  TE,  1310,  device, BobbyZoustrip7501630
1482,  3262,  TE,  1310,  device, BobbyZoustrip7502410
1937,  7442,  TE,  1310,  device, BobbyZourails400slot300length100
1717,  7442,  TE,  1310,  device, BobbyZourails400slot200length100
2157,  7442,  TE,  1310,  device, BobbyZourails400slot400length100
1497,  7442,  TE,  1310,  device, BobbyZourails400slot175length100
4061,  2673,  TE,  1550,  device, dilshaahSiNR60sen
3595,  2673,  TE,  1550,  device, dilshaahSiNR60
6283,  3982,  TE,  1550,  device, XinRingDoubleTEr60g450
5684,  3982,  TE,  1550,  device, XinRingDoubleTEr30g450
5524,  3982,  TE,  1550,  device, XinRingDoubleTEr20g450
5863,  3982,  TE,  1550,  device, XinRingDoubleTEr40g450
6063,  3982,  TE,  1550,  device, XinRingDoubleTEr50.1g450
2487,  5466,  TE,  1310,  device, BobbyZoupitch940duty550thickness350etch4002
2622,  5466,  TE,  1310,  device, BobbyZoupitch935duty600thickness350etch400
2717,  5466,  TE,  1310,  device, BobbyZoupitch940duty600thickness350etch400
2812,  5466,  TE,  1310,  device, BobbyZoupitch945duty600thickness350etch400
3097,  5693,  TE,  1310,  device, BobbyZoupitch975duty525thickness350etch400
3382,  5466,  TE,  1310,  device, BobbyZoupitch975duty600thickness350etch400
2907,  5466,  TE,  1310,  device, BobbyZoupitch950duty600thickness350etch400
2622,  5693,  TE,  1310,  device, BobbyZoupitch950duty525thickness350etch400
3002,  5466,  TE,  1310,  device, BobbyZoupitch955duty600thickness350etch400
2717,  5693,  TE,  1310,  device, BobbyZoupitch955duty525thickness350etch400
3097,  5466,  TE,  1310,  device, BobbyZoupitch960duty600thickness350etch400
2812,  5693,  TE,  1310,  device, BobbyZoupitch960duty525thickness350etch400
3002,  5693,  TE,  1310,  device, BobbyZoupitch970duty525thickness350etch400
3287,  5466,  TE,  1310,  device, BobbyZoupitch970duty600thickness350etch400
3192,  5466,  TE,  1310,  device, BobbyZoupitch965duty600thickness350etch400
2907,  5693,  TE,  1310,  device, BobbyZoupitch965duty525thickness350etch400
3382,  5693,  TE,  1310,  device, BobbyZoupitch990duty525thickness350etch400
3192,  5693,  TE,  1310,  device, BobbyZoupitch980duty525thickness350etch400
3287,  5693,  TE,  1310,  device, BobbyZoupitch985duty525thickness350etch400
4510,  6150,  TE,  1550,  device, MehdiLP722nd
4510,  6277,  TE,  1550,  device, MehdiLP72
2790,  3500,  TE,  1310,  device, BobbyZoustrip8001630
2690,  3500,  TE,  1310,  device, BobbyZoustrip8001890
2590,  3500,  TE,  1310,  device, BobbyZoustrip10002150
2490,  3500,  TE,  1310,  device, BobbyZoustrip10002410
1717,  5352,  TE,  1310,  device, BobbyZourails375slot120length100adiabatic300
1937,  5352,  TE,  1310,  device, BobbyZourails375slot125length100adiabatic300
1497,  5352,  TE,  1310,  device, BobbyZourails375slot100length100adiabatic300
2157,  5352,  TE,  1310,  device, BobbyZourails375slot150length100adiabatic300
4057,  7387,  TE,  1310,  device, EganaUgrinovicring50
3550,  7387,  TE,  1310,  device, EganaUgrinovicring100
3595,  4763,  TE,  1550,  device, dilshaahSiNR85
4067,  4763,  TE,  1550,  device, dilshaahSiNR85sen
4516,  8252,  TE,  1550,  device, XinRingDoubleTEr50g400
4736,  8252,  TE,  1550,  device, XinRingDoubleTEr50g425
4955,  8252,  TE,  1550,  device, XinRingDoubleTEr50g450
5175,  8252,  TE,  1550,  device, XinRingDoubleTEr50g475
5389,  8252,  TE,  1550,  device, XinGCTEr50g475
1497,  6606,  TE,  1310,  device, BobbyZourails500slot175length100
1717,  6606,  TE,  1310,  device, BobbyZourails500slot200length100
1937,  6606,  TE,  1310,  device, BobbyZourails500slot300length100
2157,  6606,  TE,  1310,  device, BobbyZourails500slot400length100
2157,  4516,  TE,  1310,  device, BobbyZourails400slot150length100adiabatic300
1717,  4516,  TE,  1310,  device, BobbyZourails400slot120length100adiabatic300
1937,  4516,  TE,  1310,  device, BobbyZourails400slot125length100adiabatic300
1497,  4516,  TE,  1310,  device, BobbyZourails400slot100length100adiabatic300
3968,  7740,  TE,  1550,  device, felixmessmer45degreephaseshift
4385,  8074,  TE,  1550,  device, felixmessmerSiNds
3499,  7907,  TE,  1550,  device, felixmessmer1x4port22
3607,  7949,  TE,  1550,  device, felixmessmer1x4port2
4284,  7740,  TE,  1550,  device, felixmessmer90degreephaseshift
2487,  8392,  TE,  1310,  device, BobbyZoupitch940duty550thickness400etch4003
2812,  8392,  TE,  1310,  device, BobbyZoupitch970duty500thickness400etch400
2907,  8392,  TE,  1310,  device, BobbyZoupitch975duty500thickness400etch400
3002,  8392,  TE,  1310,  device, BobbyZoupitch980duty500thickness400etch400
3097,  8392,  TE,  1310,  device, BobbyZoupitch985duty500thickness400etch400
3192,  8392,  TE,  1310,  device, BobbyZoupitch990duty500thickness400etch400
2622,  8392,  TE,  1310,  device, BobbyZoupitch960duty500thickness400etch400
2717,  8619,  TE,  1310,  device, BobbyZoupitch975duty475thickness400etch400
2717,  8392,  TE,  1310,  device, BobbyZoupitch965duty500thickness400etch400
2812,  8619,  TE,  1310,  device, BobbyZoupitch980duty475thickness400etch400
3287,  8392,  TE,  1310,  device, BobbyZoupitch995duty500thickness400etch400
2907,  8619,  TE,  1310,  device, BobbyZoupitch985duty475thickness400etch400
3382,  8392,  TE,  1310,  device, BobbyZoupitch1000duty500thickness400etch400
3002,  8619,  TE,  1310,  device, BobbyZoupitch990duty475thickness400etch400
2622,  8619,  TE,  1310,  device, BobbyZoupitch970duty475thickness400etch400
3097,  8619,  TE,  1310,  device, BobbyZoupitch975duty450thickness400etch400
3192,  8619,  TE,  1310,  device, BobbyZoupitch980duty450thickness400etch400
3287,  8619,  TE,  1310,  device, BobbyZoupitch985duty450thickness400etch400
3382,  8619,  TE,  1310,  device, BobbyZoupitch990duty450thickness400etch400
4025,  6796,  TE,  1310,  device, EganaUgrinovicMZI175
4254,  6979,  TE,  1310,  device, EganaUgrinovicMZI125
4035,  6979,  TE,  1310,  device, EganaUgrinovicMZI50
3763,  6979,  TE,  1310,  device, EganaUgrinovicMZI2
3511,  6796,  TE,  1310,  device, EganaUgrinovicMZI1b
3511,  6979,  TE,  1310,  device, EganaUgrinovicMZI1
3763,  6796,  TE,  1310,  device, EganaUgrinovicMZI100
4284,  6796,  TE,  1310,  device, EganaUgrinovicMZI75
4510,  5732,  TE,  1550,  device, MehdiLP712nd
4510,  5859,  TE,  1550,  device, MehdiLP71
1330,  5795,  TE,  1550,  device, AmeshKahloonSiNCoupler4
1330,  6049,  TE,  1550,  device, AmeshKahloonSiNCoupler3
1088,  6048,  TE,  1550,  device, AmeshKahloonSiNCoupler2
869,  6048,  TE,  1550,  device, AmeshKahloonSiNCoupler1
2487,  6720,  TE,  1310,  device, BobbyZoupitch940duty550thickness400etch3502
2622,  6720,  TE,  1310,  device, BobbyZoupitch935duty600thickness400etch350
3192,  6720,  TE,  1310,  device, BobbyZoupitch965duty600thickness400etch350
2717,  6720,  TE,  1310,  device, BobbyZoupitch940duty600thickness400etch350
3287,  6720,  TE,  1310,  device, BobbyZoupitch970duty600thickness400etch350
2812,  6720,  TE,  1310,  device, BobbyZoupitch945duty600thickness400etch350
3382,  6720,  TE,  1310,  device, BobbyZoupitch975duty600thickness400etch350
3002,  6947,  TE,  1310,  device, BobbyZoupitch970duty525thickness400etch350
2907,  6720,  TE,  1310,  device, BobbyZoupitch950duty600thickness400etch350
2622,  6947,  TE,  1310,  device, BobbyZoupitch950duty525thickness400etch350
3097,  6947,  TE,  1310,  device, BobbyZoupitch975duty525thickness400etch350
3002,  6720,  TE,  1310,  device, BobbyZoupitch955duty600thickness400etch350
2717,  6947,  TE,  1310,  device, BobbyZoupitch955duty525thickness400etch350
3192,  6947,  TE,  1310,  device, BobbyZoupitch980duty525thickness400etch350
3097,  6720,  TE,  1310,  device, BobbyZoupitch960duty600thickness400etch350
2812,  6947,  TE,  1310,  device, BobbyZoupitch960duty525thickness400etch350
3287,  6947,  TE,  1310,  device, BobbyZoupitch985duty525thickness400etch350
2907,  6947,  TE,  1310,  device, BobbyZoupitch965duty525thickness400etch350
3382,  6947,  TE,  1310,  device, BobbyZoupitch990duty525thickness400etch350
1330,  6467,  TE,  1550,  device, AmeshKahloonSiNCoupler3
1330,  6213,  TE,  1550,  device, AmeshKahloonSiNCoupler4
1088,  6467,  TE,  1550,  device, AmeshKahloonSiNCoupler2
869,  6467,  TE,  1550,  device, AmeshKahloonSiNCoupler1
874,  1881,  TE,  1310,  device, LukasChrostowskiMZI1
1937,  6188,  TE,  1310,  device, BobbyZourails500slot125length100
1717,  6188,  TE,  1310,  device, BobbyZourails500slot120length100
2157,  6188,  TE,  1310,  device, BobbyZourails500slot150length100
1497,  6188,  TE,  1310,  device, BobbyZourails500slot100length100
1124,  2629,  TE,  1550,  device, FatemehKalantariMZI2
876,  2528,  TE,  1550,  device, FatemehKalantariMZI1
880,  2799,  TE,  1550,  device, FatemehKalantariTest
1307,  5114,  TE,  1310,  device, OmideLB
874,  5090,  TE,  1310,  device, OmideMZI1
1074,  5090,  TE,  1310,  device, OmideMZI2
874,  5313,  TE,  1310,  device, OmideMZI3
3382,  6111,  TE,  1310,  device, BobbyZoupitch990duty450thickness350etch400
3287,  6111,  TE,  1310,  device, BobbyZoupitch985duty450thickness350etch400
3192,  6111,  TE,  1310,  device, BobbyZoupitch980duty450thickness350etch400
2907,  5884,  TE,  1310,  device, BobbyZoupitch975duty500thickness350etch400
2622,  6111,  TE,  1310,  device, BobbyZoupitch970duty475thickness350etch400
3097,  6111,  TE,  1310,  device, BobbyZoupitch975duty450thickness350etch400
3382,  5884,  TE,  1310,  device, BobbyZoupitch1000duty500thickness350etch400
3002,  6111,  TE,  1310,  device, BobbyZoupitch990duty475thickness350etch400
3287,  5884,  TE,  1310,  device, BobbyZoupitch995duty500thickness350etch400
2812,  6111,  TE,  1310,  device, BobbyZoupitch980duty475thickness350etch400
3097,  5884,  TE,  1310,  device, BobbyZoupitch985duty500thickness350etch400
2717,  6111,  TE,  1310,  device, BobbyZoupitch975duty475thickness350etch400
3002,  5884,  TE,  1310,  device, BobbyZoupitch980duty500thickness350etch400
2622,  5884,  TE,  1310,  device, BobbyZoupitch960duty500thickness350etch400
2717,  5884,  TE,  1310,  device, BobbyZoupitch965duty500thickness350etch400
2812,  5884,  TE,  1310,  device, BobbyZoupitch970duty500thickness350etch400
2907,  6111,  TE,  1310,  device, BobbyZoupitch985duty475thickness350etch400
3192,  5884,  TE,  1310,  device, BobbyZoupitch990duty500thickness350etch400
2487,  5884,  TE,  1310,  device, BobbyZoupitch940duty550thickness350etch4003
887,  5716,  TE,  1550,  device, OmideMZI2
896,  5526,  TE,  1550,  device, OmideLB
1046,  5526,  TE,  1550,  device, OmideMZI1
7707,  5718,  TE,  1550,  FAVE, loopbackLukasChrostowski
7982,  5718,  TE,  1550,  FAVE, MZI1LukasChrostowski
7707,  5972,  TE,  1550,  FAVE, MZI2LukasChrostowski
1497,  4934,  TE,  1310,  device, BobbyZourails400slot175length100adiabatic300
1717,  4934,  TE,  1310,  device, BobbyZourails400slot200length100adiabatic300
1937,  4934,  TE,  1310,  device, BobbyZourails400slot300length100adiabatic300
2157,  4934,  TE,  1310,  device, BobbyZourails400slot400length100adiabatic300
3382,  4021,  TE,  1310,  device, BobbyZoupitch980duty575thickness350etch350
3287,  4021,  TE,  1310,  device, BobbyZoupitch975duty575thickness350etch350
3192,  4021,  TE,  1310,  device, BobbyZoupitch970duty575thickness350etch350
3097,  4021,  TE,  1310,  device, BobbyZoupitch965duty575thickness350etch350
3002,  4021,  TE,  1310,  device, BobbyZoupitch960duty575thickness350etch350
2907,  4021,  TE,  1310,  device, BobbyZoupitch955duty575thickness350etch350
2717,  4021,  TE,  1310,  device, BobbyZoupitch945duty575thickness350etch350
3097,  3794,  TE,  1310,  device, BobbyZoupitch970duty550thickness350etch350
3002,  3794,  TE,  1310,  device, BobbyZoupitch965duty550thickness350etch350
3192,  3794,  TE,  1310,  device, BobbyZoupitch975duty550thickness350etch350
2907,  3794,  TE,  1310,  device, BobbyZoupitch960duty550thickness350etch350
3287,  3794,  TE,  1310,  device, BobbyZoupitch980duty550thickness350etch350
2812,  3794,  TE,  1310,  device, BobbyZoupitch955duty550thickness350etch350
